Stop No,NaPTAN,Latitude,Longitude
02205,8.91085E+11,54.19605287,-4.60437938
02206,8.91085E+11,54.1954237,-4.60287607
02207,8.91085E+11,54.19694084,-4.60799207
02208,8.91085E+11,54.19718001,-4.60961721
02209,8.91085E+11,54.1977193,-4.61553164
02210,8.91085E+11,54.19762869,-4.61542733
02301,8.91085E+11,54.20226927,-4.62934208
02302,8.91085E+11,54.20229324,-4.62781183
02303,8.91085E+11,54.19553279,-4.63585594
02304,8.91085E+11,54.20229115,-4.62948501
02305,8.91085E+11,54.19656054,-4.63765073
02306,8.91085E+11,54.19549353,-4.63607254
02307,8.91085E+11,54.19936949,-4.6412008
02308,8.91085E+11,54.19566815,-4.63692922
02309,8.91085E+11,54.20144078,-4.64221593
02310,8.91085E+11,54.1993307,-4.64095667
02311,8.91085E+11,54.20306136,-4.63108506
02312,8.91085E+11,54.20146805,-4.64206693
02313,8.91085E+11,54.20325482,-4.63757836
02314,8.91085E+11,54.20334758,-4.6374892
02315,8.91085E+11,54.20312788,-4.64147071
02316,8.91085E+11,54.20340262,-4.64338795
02317,8.91085E+11,54.20332472,-4.64391433
02318,8.91085E+11,54.20325122,-4.63198242
02319,8.91085E+11,54.19111205,-4.63816535
02320,8.91085E+11,54.19111904,-4.63829763
02321,8.91085E+11,54.193663,-4.63699714
02323,8.91085E+11,54.200594,-4.643232
02324,8.91085E+11,54.2008,-4.64384
02401,8.91085E+11,54.21065009,-4.67308355
02402,8.91085E+11,54.21047493,-4.67238816
02403,8.91085E+11,54.21727483,-4.68593717
02404,8.91085E+11,54.2168466,-4.68500675
02405,8.91085E+11,54.21914896,-4.68913951
02406,8.91085E+11,54.21916189,-4.68897927
02407,8.91085E+11,54.21995477,-4.69158239
02408,8.91085E+11,54.22007219,-4.69060803
02409,8.91085E+11,54.22106932,-4.69484632
02410,8.91085E+11,54.22173556,-4.68956621
02411,8.91085E+11,54.22210242,-4.69735135
02412,8.91085E+11,54.22243123,-4.69091861
02413,8.91085E+11,54.22445361,-4.69643822
02414,8.91085E+11,54.22243123,-4.69091861
02415,8.91085E+11,54.22402744,-4.69233936
02416,8.91085E+11,54.22331107,-4.68895141
02417,8.91085E+11,54.22455459,-4.68967699
02418,8.91085E+11,54.22426144,-4.68544905
02419,8.91085E+11,54.22421933,-4.68524487
02420,8.91085E+11,54.22149271,-4.68041248
02421,8.91085E+11,54.22488838,-4.68299405
02422,8.91085E+11,54.22484969,-4.682822
02423,8.91085E+11,54.22601876,-4.67900625
02424,8.91085E+11,54.22592039,-4.67903533
02425,8.91085E+11,54.22679817,-4.67662229
02426,8.91085E+11,54.22651508,-4.67721634
02427,8.91085E+11,54.22059091,-4.69063702
02428,8.91085E+11,54.22352721,-4.67856546
02429,8.91085E+11,54.22266557,-4.67631738
02430,8.91085E+11,54.2210112,-4.67750578
02431,8.91085E+11,54.22170229,-4.68711716
02432,8.91085E+11,54.22158662,-4.68689378
02433,8.91085E+11,54.22084338,-4.68291803
02434,8.91085E+11,54.22679817,-4.67662229
02435,8.91085E+11,54.2177732,-4.6970273
02436,8.91085E+11,54.21773567,-4.69717734
02437,8.91085E+11,54.226666,-4.675921
02438,8.91085E+11,54.21921,-4.69502
02440,8.91085E+11,54.22139587,-4.68038856
02441,8.91085E+11,54.21992097,-4.67824905
02442,8.91085E+11,54.21994977,-4.67804135
02444,8.91085E+11,54.22094862,-4.68307689
02447,8.91085E+11,,
02501,8.91085E+11,54.23868405,-4.64733088
02502,8.91085E+11,54.23874945,-4.6468341
02503,8.91085E+11,54.24868298,-4.63863904
02504,8.91085E+11,54.24854913,-4.63858121
02505,8.91085E+11,54.26284943,-4.6180426
02506,8.91085E+11,54.26282245,-4.61795243
02507,8.91085E+11,54.23296475,-4.66099694
02508,8.91085E+11,54.23294676,-4.66082496
02601,8.91085E+11,54.27932034,-4.59026325
02602,8.91085E+11,54.27923223,-4.59019289
02603,8.91085E+11,54.28372277,-4.58723861
02604,8.91085E+11,54.28171982,-4.58784975
02605,8.91085E+11,54.28676688,-4.58337305
02606,8.91085E+11,54.28364792,-4.58711531
02607,8.91085E+11,54.283697,-4.58789
02608,8.91085E+11,54.28675042,-4.5831635
02609,8.91085E+11,54.28989524,-4.57990804
02610,8.91085E+11,54.28993631,-4.57975325
02701,8.91085E+11,54.30794066,-4.5497549
02702,8.91085E+11,54.30814089,-4.54874617
02703,8.91085E+11,54.31001132,-4.54077403
02704,8.91085E+11,54.30989735,-4.54070935
02801,8.91085E+11,54.31613316,-4.51249206
02802,8.91085E+11,54.31613316,-4.51249206
02901,8.91085E+11,54.31938585,-4.4923344
02902,8.91085E+11,54.31933393,-4.49220225
02903,8.91085E+11,54.32221279,-4.4804285
02904,8.91085E+11,54.32219326,-4.48004933
02905,8.91085E+11,54.32177344,-4.47174227
02906,8.91085E+11,54.32149456,-4.47156762
02908,8.91085E+11,54.32331209,-4.47391382
03001,8.91085E+11,54.321583,-4.460295
03002,8.91085E+11,54.32107,-4.46266
03003,8.91085E+11,54.320047,-4.446198
03004,8.91085E+11,54.319617,-4.44468
03005,8.91085E+11,54.3185931,-4.4345506
03006,8.91085E+11,54.31854,-4.434753
03007,8.91085E+11,54.31917937,-4.42512831
03008,8.91085E+11,54.31909838,-4.42365658
03101,8.91085E+11,54.16715877,-4.48591757
03102,8.91085E+11,54.16850003,-4.48591528
03103,8.91085E+11,54.17078764,-4.48520011
03104,8.91085E+11,54.17201541,-4.4847287
03105,8.91085E+11,54.17327659,-4.48405885
03106,8.91085E+11,54.1752672,-4.4813088
03107,8.91085E+11,54.17504472,-4.48053986
03108,8.91085E+11,54.17373621,-4.48110373
03109,8.91085E+11,54.17260821,-4.48234844
03110,8.91085E+11,54.17095217,-4.48149799
03111,8.91085E+11,54.16965086,-4.48124985
03112,8.91085E+11,54.16892383,-4.48229737
03113,8.91085E+11,54.16803235,-4.484527
03114,8.91085E+11,54.16844452,-4.48575598
03115,8.91085E+11,54.16652854,-4.48508278
03116,8.91085E+11,54.16863298,-4.48740485
03117,8.91085E+11,54.16899351,-4.48753374
03118,8.91085E+11,54.16980362,-4.48852866
03119,8.91085E+11,54.17048408,-4.4888896
03120,8.91085E+11,54.17178835,-4.48719217
03121,8.91085E+11,54.17116448,-4.48818288
03122,8.91085E+11,54.17510395,-4.48289208
03123,8.91085E+11,54.17428505,-4.48385114
03124,8.91085E+11,54.17677542,-4.48034143
03125,8.91085E+11,54.17683214,-4.47996172
03201,8.91085E+11,54.17226139,-4.46468215
03202,8.91085E+11,54.17218664,-4.46463143
03203,8.91085E+11,54.17279325,-4.46112452
03204,8.91085E+11,54.17275527,-4.46097731
03205,8.91085E+11,54.17315899,-4.45911163
03206,8.91085E+11,54.17316151,-4.45850805
03207,8.91085E+11,54.1742403,-4.45567883
03208,8.91085E+11,54.17422741,-4.45532777
03209,8.91085E+11,54.17671058,-4.45109124
03210,8.91085E+11,54.17554608,-4.45296083
03211,8.91085E+11,54.16766944,-4.45161875
03212,8.91085E+11,54.16735932,-4.45193547
03213,8.91085E+11,54.16911931,-4.45142538
03214,8.91085E+11,54.16916436,-4.45127452
03215,8.91085E+11,54.16925946,-4.45288648
03216,8.91085E+11,54.16946965,-4.45232558
03217,8.91085E+11,54.17075199,-4.45337935
03218,8.91085E+11,54.17078383,-4.4531799
03219,8.91085E+11,54.17273623,-4.45392192
03220,8.91085E+11,54.17328795,-4.45389055
03221,8.91085E+11,54.17407806,-4.45428366
03222,8.91085E+11,54.16977782,-4.46050168
03223,8.91085E+11,54.16988476,-4.46052105
03224,8.91085E+11,54.17198352,-4.45821076
03225,8.91085E+11,54.17193656,-4.45838893
03226,8.91085E+11,54.16766944,-4.45161875
03227,8.91085E+11,54.16735932,-4.45193547
03301,8.91085E+11,54.18373275,-4.44249268
03302,8.91085E+11,54.18504666,-4.44074344
03303,8.91085E+11,54.18694258,-4.43888092
03304,8.91085E+11,54.18667478,-4.43898716
03305,8.91085E+11,54.19157076,-4.43058766
03306,8.91085E+11,54.19052029,-4.4322406
03307,8.91085E+11,54.19379797,-4.42532184
03308,8.91085E+11,54.19400848,-4.42405528
03309,8.91085E+11,54.1976453,-4.41750081
03310,8.91085E+11,54.19743553,-4.41735502
03311,8.91085E+11,54.20167369,-4.41263647
03312,8.91085E+11,54.20029093,-4.41397586
03313,8.91085E+11,54.20502431,-4.41032089
03314,8.91085E+11,54.2046652,-4.41015306
03315,8.91085E+11,54.20741803,-4.40704215
03316,8.91085E+11,54.20718057,-4.40678741
03317,8.91085E+11,54.2127955,-4.40682588
03318,8.91085E+11,54.21190457,-4.40674276
03319,8.91085E+11,54.21601064,-4.40440075
03320,8.91085E+11,54.21597609,-4.40419458
03322,8.91085E+11,54.19373391,-4.42523499
03401,8.91085E+11,54.21855125,-4.40103103
03402,8.91085E+11,54.21868686,-4.40076738
03403,8.91085E+11,54.22106904,-4.40011777
03404,8.91085E+11,54.22114062,-4.39954787
03405,8.91085E+11,54.22463432,-4.39569677
03406,8.91085E+11,54.22466995,-4.39555953
03407,8.91085E+11,54.22596765,-4.39716252
03408,8.91085E+11,54.22603949,-4.39706251
03409,8.91085E+11,54.22901574,-4.40339524
03410,8.91085E+11,54.22919033,-4.40336749
03411,8.91085E+11,54.23123632,-4.40654857
03412,8.91085E+11,54.2302906,-4.40467862
03413,8.91085E+11,54.23329778,-4.40615113
03414,8.91085E+11,54.23204315,-4.40611156
03415,8.91085E+11,54.231765,-4.40209548
03416,8.91085E+11,54.23388624,-4.40536348
03418,8.91085E+11,54.23198604,-4.40264232
03431,8.91085E+11,54.23387422,-4.40756933
03501,8.91085E+11,54.23065902,-4.39701824
03502,8.91085E+11,54.23064112,-4.39637689
03503,8.91085E+11,54.22893867,-4.3879012
03504,8.91085E+11,54.22873378,-4.38768008
03601,8.91085E+11,54.249862,-4.377383
03602,8.91085E+11,54.2497943,-4.37713276
03603,8.91085E+11,54.258287,-4.371969
03604,8.91085E+11,54.259345,-4.371956
03605,8.91085E+11,54.242127,-4.378006
03606,8.91085E+11,54.242135,-4.377883
03607,8.91085E+11,54.242163,-4.373369
03608,8.91085E+11,54.242092,-4.373349
03701,8.91085E+11,54.27056703,-4.37719075
03702,8.91085E+11,54.27150234,-4.37688351
03703,8.91085E+11,54.2715097,-4.37705289
03705,8.91085E+11,54.27436646,-4.37647702
03706,8.91085E+11,54.27435044,-4.37632249
03707,8.91085E+11,54.27985398,-4.37596312
03708,8.91085E+11,54.27982534,-4.37560091
03709,8.91085E+11,54.29333869,-4.3679878
03710,8.91085E+11,54.29226171,-4.36873645
03711,8.91085E+11,54.26710494,-4.37783763
03712,8.91085E+11,54.26709575,-4.37770196
03713,8.91085E+11,54.281831,-4.373507
03714,8.91085E+11,54.281809,-4.373373
03800,8.91085E+11,54.32054172,-4.3848397
03801,8.91085E+11,54.32127778,-4.40513296
03802,8.91085E+11,54.3211465,-4.40536919
03803,8.91085E+11,54.3209375,-4.39807672
03804,8.91085E+11,54.32086577,-4.39813083
03805,8.91085E+11,54.32076696,-4.39514426
03806,8.91085E+11,54.3208173,-4.39232107
03807,8.91085E+11,54.32202958,-4.38979144
03808,8.91085E+11,54.32197331,-4.38965531
03809,8.91085E+11,54.31418165,-4.37362659
03810,8.91085E+11,54.31390921,-4.37339197
03811,8.91085E+11,54.31603068,-4.3744308
03812,8.91085E+11,54.31654311,-4.37450198
03813,8.91085E+11,54.31800642,-4.37603628
03814,8.91085E+11,54.31880109,-4.37726365
03815,8.91085E+11,54.31908579,-4.37797034
03816,8.91085E+11,54.320684,-4.38088019
03817,8.91085E+11,54.32086912,-4.38187675
03818,8.91085E+11,54.32314306,-4.38823187
03819,8.91085E+11,54.32325943,-4.38862923
03820,8.91085E+11,54.32353295,-4.38789475
03821,8.91085E+11,54.32462849,-4.38810371
03822,8.91085E+11,54.32454166,-4.38825308
03823,8.91085E+11,54.32608106,-4.38944947
03824,8.91085E+11,54.32613911,-4.38959587
03825,8.91085E+11,54.32880503,-4.39156507
03826,8.91085E+11,54.32885426,-4.39170251
03827,8.91085E+11,54.3234545,-4.38768905
03828,8.91085E+11,54.32822424,-4.3932872
03829,8.91085E+11,54.32937408,-4.39969278
03830,8.91085E+11,54.32953334,-4.40133029
03831,8.91085E+11,54.33498635,-4.39156944
03832,8.91085E+11,54.33501242,-4.39165987
03833,8.91085E+11,54.33282544,-4.39385148
03834,8.91085E+11,54.33192821,-4.39374706
03835,8.91085E+11,54.33670389,-4.39532185
03836,8.91085E+11,54.33662756,-4.39549894
03837,8.91085E+11,54.337354,-4.38671
03838,8.91085E+11,54.337054,-4.387147
03841,8.91085E+11,54.31844543,-4.38266701
03842,8.91085E+11,54.3168412,-4.38238347
03843,8.91085E+11,54.31703199,-4.37990769
03844,8.91085E+11,54.31803318,-4.37729717
03847,8.91085E+11,54.32049635,-4.38477957
03860,8.91085E+11,54.32602842,-4.38403001
03861,8.91085E+11,54.32428996,-4.38166212
03863,8.91085E+11,54.335674,-4.383997
03869,8.91085E+11,54.33357742,-4.39581245
03870,8.91085E+11,54.33314865,-4.39819194
03871,8.91085E+11,54.33159558,-4.40009379
03872,8.91085E+11,54.3300825,-4.40046741
03876,8.91085E+11,54.3296103,-4.39545383
03880,8.91085E+11,54.32777059,-4.38242649
03885,8.91085E+11,54.3218734,-4.37769703
03886,8.91085E+11,54.32162225,-4.37768746
03887,8.91085E+11,54.32015548,-4.37646278
03888,8.91085E+11,54.31898934,-4.3756653
03889,8.91085E+11,54.31833439,-4.37608917
03890,8.91085E+11,54.31855434,-4.38081501
03891,8.91085E+11,54.32119927,-4.40104697
03892,8.91085E+11,54.32108942,-4.40106917
03893,8.91085E+11,54.31849458,-4.38093703
03895,8.91085E+11,54.33655718,-4.38802287
03896,8.91085E+11,54.31701123,-4.38381545
03901,8.91085E+11,54.300422,-4.364182
03902,8.91085E+11,54.298593,-4.363841
03903,8.91085E+11,54.31127351,-4.36630623
03906,8.91085E+11,54.31001623,-4.36423905
03912,8.91085E+11,54.306759,-4.357921
04007,8.91085E+11,54.41243544,-4.36797276
04109,8.91085E+11,54.37410747,-4.43746373
04110,8.91085E+11,54.37317155,-4.43855922
04201,8.91085E+11,54.35806566,-4.51671498
04202,8.91085E+11,54.35778996,-4.51529654
04204,8.91085E+11,54.35981513,-4.52139143
04205,8.91085E+11,54.36093732,-4.524474
04206,8.91085E+11,54.36100941,-4.52434512
04207,8.91085E+11,54.36278727,-4.52310199
04208,8.91085E+11,54.36274265,-4.52309479
04209,8.91085E+11,54.36356387,-4.51678893
04210,8.91085E+11,54.36349304,-4.51676674
04211,8.91085E+11,54.36388239,-4.50092643
04212,8.91085E+11,54.36380098,-4.50085545
04213,8.91085E+11,54.35709394,-4.52928396
04214,8.91085E+11,54.38184583,-4.49678856
04215,8.91085E+11,54.37493538,-4.50856247
04301,8.91085E+11,54.34615344,-4.50258219
